rentree_scolaire;code_region;region;code_de_l_academie;academie;code_du_departement;departement;code_insee_de_la_commune;nom_de_la_commune;uai;secteur;ips;ips_national_prive;ips_national_public;ips_national;ips_academique_prive;ips_academique_public;ips_academique;ips_departemental_prive;ips_departemental_public;ips_departemental;num_ligne;appellation_officielle;libelle_commune;code_departement;code_commune;libelle_departement;libelle_academie;position
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59452;OSTRICOURT;0594603H;public;75.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49920.0;Ecole élémentaire Robert Anselin;Ostricourt;059;59452;Nord;Lille;50.4639914264946,3.025520242037158
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0594698L;public;98.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49946.0;Ecole primaire Salengro;Lille;059;59350;Nord;Lille;50.63165464276634,3.012450669913922
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59009;VILLENEUVE D ASCQ;0594781B;public;110.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49961.0;Ecole élémentaire Toulouse-Lautrec;Villeneuve-d'Ascq;059;59009;Nord;Lille;50.61662232587354,3.1431004417631807
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59261;GLAGEON;0594926J;public;80.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49982.0;Groupe scolaire Les Maroux;Glageon;059;59261;Nord;Lille;50.058236195090025,4.072060124208174
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59392;MAUBEUGE;0594950K;public;97.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49993.0;Ecole primaire Armand De Joyeuse;Maubeuge;059;59392;Nord;Lille;50.27892559324433,3.976117909448894
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59489;RAIMBEAUCOURT;0594961X;public;112.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49997.0;Ecole élémentaire Jules Ferry;Raimbeaucourt;059;59489;Nord;Lille;50.4374214383867,3.0976502766244325
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59507;RONCHIN;0594964A;public;98.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49999.0;Ecole primaire Lacore - Ferry;Ronchin;059;59507;Nord;Lille;50.60734722888194,3.0801004395988416
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59486;RACHES;0595038F;public;93.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50026.0;Ecole élémentaire Suzanne Lanoy;Râches;059;59486;Nord;Lille;50.41693905163495,3.1353994135754526
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59324;JEUMONT;0595193Z;public;74.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50039.0;Ecole élémentaire Annick Mouvet;Jeumont;059;59324;Nord;Lille;50.30456375503637,4.095849512630091
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59112;BRUAY SUR L ESCAUT;0595232S;public;73.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50050.0;Ecole élémentaire Georges Brassens;Bruay-sur-l'Escaut;059;59112;Nord;Lille;50.4099134831126,3.5548594964081897
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59271;GRANDE SYNTHE;0595503L;public;77.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50076.0;Ecole élémentaire Julie Daubie;Grande-Synthe;059;59271;Nord;Lille;51.00846891250394,2.3081494297110283
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62387;GREVILLERS;0620529N;public;96.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;50971.0;Ecole élémentaire RPI 96;Grévillers;062;62387;Pas-de-Calais;Lille;50.10366921065875,2.8113393508168185
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62559;MARQUION;0620617J;public;91.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;50991.0;Ecole primaire;Marquion;062;62559;Pas-de-Calais;Lille;50.20983524363676,3.0850395416517102
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62465;HUMBERCAMPS;0620650V;public;94.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;50998.0;Ecole élémentaire La Fontaine RPI 57;Humbercamps;062;62465;Pas-de-Calais;Lille;50.18484900454949,2.574229463075113
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62774;SANGATTE;0623071B;public;120.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51552.0;Ecole primaire Hubert Latham;Sangatte;062;62774;Pas-de-Calais;Lille;50.947285036345605,1.7591702012098405
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62244;COULOGNE;0623242M;public;94.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51572.0;Ecole primaire Roger Macke;Coulogne;062;62244;Pas-de-Calais;Lille;50.926214932252456,1.8634203821342687
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62447;HESDIN;0623477T;privé sous contrat;106.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51634.0;Ecole primaire privée Saint Joseph;Hesdin-la-Forêt;062;62447;Pas-de-Calais;Lille;50.373830466831265,2.0362059828742693
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62443;HERSIN COUPIGNY;0623511E;public;94.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51643.0;Ecole élémentaire Paul Eluard-Elsa Triolet;Hersin-Coupigny;062;62443;Pas-de-Calais;Lille;50.447602739796665,2.6464207045120633
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62235;CONDETTE;0623521R;public;114.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51651.0;Ecole primaire Louis Pasteur;Condette;062;62235;Pas-de-Calais;Lille;50.64724242184426,1.6212393938941057
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62498;LENS;0623536G;public;67.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51660.0;Ecole élémentaire Voltaire;Lens;062;62498;Pas-de-Calais;Lille;50.42607467297748,2.813970123102375
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62907;LIBERCOURT;0623775S;public;89.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51692.0;Ecole élémentaire André Pantigny;Libercourt;062;62907;Pas-de-Calais;Lille;50.4815446918917,3.0144801545007764
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62215;CARVIN;0623851Z;public;92.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51712.0;Groupe scolaire Boris Vian;Carvin;062;62215;Pas-de-Calais;Lille;50.49616424605821,2.9639600807064435
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59606;VALENCIENNES;0594973K;public;69.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50004.0;Groupe scolaire Gisèle Halimi;Valenciennes;059;59606;Nord;Lille;50.354467976636634,3.4879044471044653
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59630;WAHAGNIES;0595246G;public;106.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50058.0;Ecole élémentaire Jules Ferry;Wahagnies;059;59630;Nord;Lille;50.486613095699745,3.0314900836790377
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59560;SECLIN;0595981F;privé sous contrat;131.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50118.0;Ecole primaire privée Immaculée-Conception;Seclin;059;59560;Nord;Lille;50.55289078933563,3.0322894989696385
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59090;BONDUES;0596107T;public;131.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50126.0;Ecole primaire Les Obeaux;Bondues;059;59090;Nord;Lille;50.69484344305069,3.0851806580366037
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59114;BRUILLE SAINT AMAND;0596205Z;public;110.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50135.0;Ecole primaire de la Source;Bruille-Saint-Amand;059;59114;Nord;Lille;50.45668312111656,3.524849894464138
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59509;ROOST WARENDIN;0596362V;public;97.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50159.0;Ecole primaire du Centre - Salengro;Roost-Warendin;059;59509;Nord;Lille;50.418095225393174,3.1017998530626953
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0596376K;public;80.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50164.0;Ecole élémentaire Painlevé;Lille;059;59350;Nord;Lille;50.61285337502209,3.0569069341586292
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59456;PECQUENCOURT;0596679P;public;72.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50256.0;Groupe scolaire Charles Perrault;Pecquencourt;059;59456;Nord;Lille;50.37251290593798,3.200619798521274
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59378;MARCQ EN BAROEUL;0596778X;privé sous contrat;160.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50260.0;Ecole primaire privée Jeannine Manuel;Marcq-en-Baroeul;059;59378;Nord;Lille;50.69070126717458,3.1209196440598825
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59343;LESQUIN;0597263Z;public;125.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;50266.0;Ecole élémentaire Thomas Pesquet;Lesquin;059;59343;Nord;Lille;50.59074727837982,3.12407269553806
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62290;ECURIE;0620680C;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51006.0;Ecole élémentaire Haroun Tazieff RPI 74;Ecurie;062;62290;Pas-de-Calais;Lille;50.32991711587332,2.7709997394422574
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62634;OFFEKERQUE;0621091Z;public;90.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51103.0;Ecole primaire Georges Brassens;Offekerque;062;62634;Pas-de-Calais;Lille;50.9411381394748,2.01790974082796
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0621138A;public;83.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51120.0;Ecole primaire Honoré de Balzac-Nouvelle France;Calais;062;62193;Pas-de-Calais;Lille;50.9454344788702,1.8738200443075474
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62237;CONTEVILLE LES BOULOGNE;0621163C;public;112.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51128.0;Ecole primaire RPI 100;Conteville-lès-Boulogne;062;62237;Pas-de-Calais;Lille;50.744371647683465,1.7313598544897661
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62667;LE PORTEL;0621260H;public;78.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51154.0;Ecole primaire Camus - Pasteur;Le Portel;062;62667;Pas-de-Calais;Lille;50.71380839771575,1.58694964381989
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62587;MONTIGNY EN GOHELLE;0621307J;public;64.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51169.0;Groupe scolaire Mme de Sévigné - Jules Ferry;Montigny-en-Gohelle;062;62587;Pas-de-Calais;Lille;50.44096900186928,2.925460422470631
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62291;ELEU DIT LEAUWETTE;0621420G;public;87.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51193.0;Ecole élémentaire Jules Verne;Eleu-dit-Leauwette;062;62291;Pas-de-Calais;Lille;50.420281395055824,2.8119203806568485
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62525;LONGUENESSE;0621698J;public;89.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51257.0;Ecole primaire Louis Pasteur;Longuenesse;062;62525;Pas-de-Calais;Lille;50.73543211046847,2.250280321938858
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62519;LISBOURG;0621819R;public;90.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51285.0;Ecole primaire;Lisbourg;062;62519;Pas-de-Calais;Lille;50.50809224668391,2.2157294657892215
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62265;DELETTES;0621849Y;public;97.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51294.0;Groupe Scolaire des 3 Epis;Delettes;062;62265;Pas-de-Calais;Lille;50.62393743050078,2.208349346226929
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62803;SURQUES;0621874A;public;96.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51303.0;Ecole élémentaire RPI 157;Surques;062;62803;Pas-de-Calais;Lille;50.739902779038424,1.916520441438684
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62765;SAINT OMER;0622583W;privé sous contrat;113.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51385.0;Ecole primaire privée Notre-Dame - Sainte Marie;Saint-Omer;062;62765;Pas-de-Calais;Lille;50.746765818849575,2.2572501242568443
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62119;BETHUNE;0622613D;privé sous contrat;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51398.0;Ecole primaire privée Notre-Dame de Lourdes - Saint Vaast-Saint Dominique;Béthune;062;62119;Pas-de-Calais;Lille;50.53118446704824,2.635100265716052
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62364;FRUGES;0622632Z;privé sous contrat;108.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51407.0;Ecole primaire privée Jeanne d'Arc;Fruges;062;62364;Pas-de-Calais;Lille;50.515699252577946,2.136340429326374
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62746;SAINT ETIENNE AU MONT;0622686H;privé sous contrat;107.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51435.0;Ecole primaire privée Sainte Thérèse;Saint-Etienne-au-Mont;062;62746;Pas-de-Calais;Lille;50.68137287177439,1.626619950657772
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62893;WIMEREUX;0622695T;privé sous contrat;135.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51440.0;Ecole primaire privée Jeanne d'Arc;Wimereux;062;62893;Pas-de-Calais;Lille;50.770669972506376,1.6127901345412665
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62038;ARDRES;0622704C;privé sous contrat;106.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51444.0;Ecole primaire privée Notre-Dame de Grâce;Ardres;062;62038;Pas-de-Calais;Lille;50.85269674165574,1.978279356986259
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62318;ETAPLES;0622860X;public;81.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51495.0;Ecole élémentaire Jean Moulin;Etaples;062;62318;Pas-de-Calais;Lille;50.52161743417009,1.6397393038412633
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62400;HAILLICOURT;0622923R;public;81.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51507.0;Ecole élémentaire Emile Basly;Haillicourt;062;62400;Pas-de-Calais;Lille;50.467878148509925,2.566259488369671
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62178;BRUAY LA BUISSIERE;0623035M;public;76.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51539.0;Ecole élémentaire Jean Jaurès;Bruay-la-Buissière;062;62178;Pas-de-Calais;Lille;50.4686120168221,2.5587806668409327
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62555;MARLES LES MINES;0623446J;public;82.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51620.0;Ecole primaire Léon Gambetta;Marles-les-Mines;062;62555;Pas-de-Calais;Lille;50.502450381907124,2.5038402949760323
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62050;AUCHY LES HESDIN;0623508B;public;81.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51640.0;Ecole élémentaire Emile Panet;Auchy-lès-Hesdin;062;62050;Pas-de-Calais;Lille;50.40304784958491,2.0977795488237145
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62138;BLANGY SUR TERNOISE;0623510D;public;88.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51642.0;Ecole primaire - Regroupement Pédagogique Intercommunal Concentré (RPC) Simone Veil de BLANGY-SUR-TERNOISE;Blangy-sur-Ternoise;062;62138;Pas-de-Calais;Lille;50.42131705483694,2.1682299953457926
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62183;BUIRE LE SEC;0623515J;public;81.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51645.0;Ecole primaire;Buire-le-Sec;062;62183;Pas-de-Calais;Lille;50.38224767157251,1.8315606106733135
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62771;SALLAUMINES;0623554B;public;79.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51668.0;Ecole élémentaire Emile Zola;Sallaumines;062;62771;Pas-de-Calais;Lille;50.426792699237375,2.8517102812607655
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62004;ACHICOURT;0623648D;public;86.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51671.0;Ecole primaire Léopold Bernard;Achicourt;062;62004;Pas-de-Calais;Lille;50.26655721867097,2.770609827100079
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62628;NOYELLES SOUS LENS;0623776T;public;95.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51693.0;Ecole élémentaire Jean Rostand;Noyelles-sous-Lens;062;62628;Pas-de-Calais;Lille;50.43041842774861,2.8752297709863566
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62498;LENS;0623857F;public;78.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51716.0;Ecole élémentaire Louis Pasteur;Lens;062;62498;Pas-de-Calais;Lille;50.44029265122405,2.789570410743501
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62065;AVION;0624112H;public;65.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51768.0;Ecole élémentaire Mandela-Rolland;Avion;062;62065;Pas-de-Calais;Lille;50.39837202708651,2.8334400303798013
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62075;BAINCTHUN;0624152B;public;107.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51785.0;Ecole primaire de la Pâturelle;Baincthun;062;62075;Pas-de-Calais;Lille;50.708554603604476,1.686059444250954
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62661;BOUIN PLUMOISON;0624200D;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51793.0;Ecole élémentaire RPI 150;Bouin-Plumoison;062;62661;Pas-de-Calais;Lille;50.382457425940544,1.9848601911435033
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59229;FERON;0590328L;public;113.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49005.0;Ecole primaire Jean-Claude Mahy;Féron;059;59229;Nord;Lille;50.043385700811676,4.02576065568444
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59340;LEFFRINCKOUCKE;0590440H;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49027.0;Ecole primaire Albert Favresse;Leffrinckoucke;059;59340;Nord;Lille;51.03599472917282,2.4634296454055447
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59026;AUBIGNY AU BAC;0590539R;public;96.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49039.0;Ecole primaire Jean de La Fontaine;Aubigny-au-Bac;059;59026;Nord;Lille;50.26206430077548,3.163389844777384
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59125;CANTAING SUR ESCAUT;0590779B;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49093.0;Ecole primaire - Regroupement Pédagogique Intercommunal Concentré (RPC) de CANTAING-SUR-ESCAUT;Cantaing-sur-Escaut;059;59125;Nord;Lille;50.14764919773164,3.1602095344461993
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59152;COMINES;0590847A;public;83.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49115.0;Ecole primaire Les Coquelicots;Comines;059;59152;Nord;Lille;50.74061801239315,3.0122104852284486
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59173;DEULEMONT;0590926L;public;121.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49130.0;Ecole primaire Guynemer;Deûlémont;059;59173;Nord;Lille;50.73538933750762,2.9463883390011816
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59195;ENGLOS;0590991G;public;114.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49141.0;Ecole primaire Maud Fontenoy;Englos;059;59195;Nord;Lille;50.62691673385086,2.9575201864513008
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59268;LA GORGUE;0591271L;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49195.0;Ecole primaire du Grand Chemin;La Gorgue;059;59268;Nord;Lille;50.62072236408086,2.744349429228117
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59292;HAVELUY;0591360H;public;80.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49215.0;Ecole primaire du Centre;Haveluy;059;59292;Nord;Lille;50.354978697144496,3.4011998550406863
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0591609D;public;75.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49254.0;Ecole primaire Nadaud - Briand - Buisson;Lille;059;59350;Nord;Lille;50.60746897452665,3.0399106898389356
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59368;LA MADELEINE;0591719Y;public;95.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49279.0;Ecole primaire Hugo - Leclercq;La Madeleine;059;59368;Nord;Lille;50.6520202453628,3.0652400921455434
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59410;MONS EN BAROEUL;0591875T;public;123.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49300.0;Ecole élémentaire Sévigné;Mons-en-Baroeul;059;59410;Nord;Lille;50.64446840645158,3.1026398292453923
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59439;NOYELLES SUR SAMBRE;0591942R;public;100.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49314.0;Ecole élémentaire RPI 17;Noyelles-sur-Sambre;059;59439;Nord;Lille;50.156565222448684,3.800499932696976
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59488;RAILLENCOURT SAINTE OLLE;0591981H;public;90.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49328.0;Ecole primaire Joseph Ringeval;Raillencourt-Sainte-Olle;059;59488;Nord;Lille;50.18341721209223,3.2016993535726668
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59492;RAMILLIES;0591999C;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49332.0;Ecole primaire du Marais;Ramillies;059;59492;Nord;Lille;50.205369893330136,3.260225772706223
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59580;STEENVOORDE;0592290U;public;103.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49412.0;Ecole élémentaire Jean de La Fontaine;Steenvoorde;059;59580;Nord;Lille;50.80755568754677,2.586260060590017
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59599;TOURCOING;0592352L;public;84.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49430.0;Ecole élémentaire La Fontaine;Tourcoing;059;59599;Nord;Lille;50.73219647621655,3.1568604437069685
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59153;CONDE SUR L ESCAUT;0593286B;public;77.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49515.0;Ecole élémentaire Jules Vallès;Condé-sur-l'Escaut;059;59153;Nord;Lille;50.45582138465006,3.5895994792888133
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59181;DOURLERS;0593529R;public;108.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49531.0;Ecole primaire Galilée;Dourlers;059;59181;Nord;Lille;50.176776261391936,3.9441393835817875
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59203;ERRE;0593636G;public;101.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49578.0;Ecole primaire Suzanne Lanoy;Erre;059;59203;Nord;Lille;50.36114660609505,3.3126906914013725
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59105;BOUVIGNIES;0593690R;privé sous contrat;124.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49590.0;Ecole primaire privée Sacré-Coeur;Bouvignies;059;59105;Nord;Lille;50.43494685260513,3.2473298311462364
